Metric,Mean,Std,Sheet,Year
PK,0.3333333333333333,0.7071067811865476,standard_stats_2024,2024
PKatt,0.5555555555555556,1.1303883305208782,standard_stats_2024,2024
CrdY,1.0,1.0,standard_stats_2024,2024
CrdR,0.0,0.0,standard_stats_2024,2024
xG,4.300000000000001,4.8218253804964775,standard_stats_2024,2024
npxG,3.855555555555556,4.07771722631398,standard_stats_2024,2024
xAG,2.1555555555555554,2.284792720965685,standard_stats_2024,2024
npxG+xAG,6.033333333333333,6.035519861619213,standard_stats_2024,2024
PrgC,22.666666666666668,24.804233509624925,standard_stats_2024,2024
PrgP,28.77777777777778,31.685082364488885,standard_stats_2024,2024
PrgR,69.88888888888889,64.63830993390151,standard_stats_2024,2024
Gls.1,0.40888888888888886,0.35360445572858823,standard_stats_2024,2024
Ast.1,0.19222222222222224,0.19866918342924864,standard_stats_2024,2024
G+A.1,0.6000000000000001,0.4740780526453423,standard_stats_2024,2024
G-PK.1,0.39444444444444443,0.3517140568384746,standard_stats_2024,2024
G+A-PK,0.5866666666666667,0.47460509900337144,standard_stats_2024,2024
xG.1,0.31777777777777777,0.2286251177024179,standard_stats_2024,2024
xAG.1,0.19444444444444445,0.1857492335859768,standard_stats_2024,2024
xG+xAG,0.5111111111111111,0.3585193315723869,standard_stats_2024,2024
npxG.1,0.2977777777777778,0.2088526859881013,standard_stats_2024,2024
npxG+xAG.1,0.4911111111111111,0.34872784676752033,standard_stats_2024,2024
Sh,29.555555555555557,31.563868232169796,shooting_2024,2024
SoT,10.88888888888889,10.682280239308044,shooting_2024,2024
SoT%,47.225,22.24491916306797,shooting_2024,2024
Sh/90,2.102222222222222,1.1976516373488764,shooting_2024,2024
SoT/90,0.86,0.38111678000319005,shooting_2024,2024
G/Sh,0.25625,0.3182064693604722,shooting_2024,2024
G/SoT,0.4575,0.3392323266267108,shooting_2024,2024
Dist,15.799999999999999,3.204015337933682,shooting_2024,2024
FK,0.1111111111111111,0.3333333333333333,shooting_2024,2024
npxG/Sh,0.135,0.0552914356581818,shooting_2024,2024
G-xG,-0.5222222222222221,1.849173989770688,shooting_2024,2024
np:G-xG,-0.4111111111111111,1.8058546760775382,shooting_2024,2024
Cmp,194.33333333333334,192.20757009025425,passing_2024,2024
Att,280.55555555555554,265.6454926735588,passing_2024,2024
Cmp%,63.57777777777778,13.09320222269726,passing_2024,2024
TotDist,3089.5555555555557,3145.6872107343693,passing_2024,2024
PrgDist,825.3333333333334,882.183229267027,passing_2024,2024
Cmp.1,103.55555555555556,97.60137180274556,passing_2024,2024
Att.1,133.77777777777777,120.11221605001069,passing_2024,2024
Cmp%.1,77.11111111111111,11.411336955462806,passing_2024,2024
Cmp.2,69.33333333333333,75.66538178057388,passing_2024,2024
Att.2,90.44444444444444,95.37178711640973,passing_2024,2024
Cmp%.2,73.875,6.754839534945085,passing_2024,2024
Cmp.3,14.777777777777779,15.097829130191016,passing_2024,2024
Att.3,29.0,31.54362059117501,passing_2024,2024
Cmp%.3,56.644444444444446,30.470153885036055,passing_2024,2024
xA,1.7111111111111112,1.8664434390334765,passing_2024,2024
A-xAG,0.17777777777777773,1.5927788435449677,passing_2024,2024
KP,15.222222222222221,16.543713139571917,passing_2024,2024
1/3,20.22222222222222,23.047655942512776,passing_2024,2024
PPA,10.444444444444445,12.551007042376233,passing_2024,2024
CrsPA,3.5555555555555554,4.333333333333333,passing_2024,2024
Touches,407.1111111111111,373.04304190148235,possession_2024,2024
Def Pen,6.888888888888889,7.0789201938651,possession_2024,2024
Def 3rd,40.55555555555556,48.1510932147732,possession_2024,2024
Mid 3rd,156.22222222222223,143.31414600256474,possession_2024,2024
Att 3rd,214.88888888888889,202.6940085723086,possession_2024,2024
Att Pen,49.22222222222222,49.0580721639614,possession_2024,2024
Live,406.55555555555554,372.3771982516891,possession_2024,2024
Att,23.11111111111111,20.966905139078374,possession_2024,2024
Succ,9.777777777777779,10.732867484714625,possession_2024,2024
Succ%,36.8625,12.581952778256868,possession_2024,2024
Tkld,12.11111111111111,9.905105305402417,possession_2024,2024
Tkld%,54.7125,19.58705385124135,possession_2024,2024
Carries,234.66666666666666,217.9896786547473,possession_2024,2024
TotDist,1326.2222222222222,1332.9378996954226,possession_2024,2024
PrgDist,592.3333333333334,612.2217735428886,possession_2024,2024
1/3,13.333333333333334,13.257073583562851,possession_2024,2024
CPA,9.88888888888889,9.98053661438658,possession_2024,2024
Mis,29.666666666666668,27.2213151776324,possession_2024,2024
Dis,12.333333333333334,11.586630226256467,possession_2024,2024
Rec,278.1111111111111,253.10889180570308,possession_2024,2024
