Metric,Mean_2018,Std_2018,Mean_2024,Std_2024,Avg_Diff,p-value,Significant
PPA,17.0,20.714997251052463,12.285714285714286,12.250140165154605,4.7142857142857135,,False
PSxG,,,,,,,False
PSxG+/-,,,,,,,False
PSxG/SoT,,,,,,,False
Pass,19.8,15.127605377072884,10.785714285714286,10.070356890998845,9.014285714285714,,False
PrgC,20.0,15.783254135668953,22.214285714285715,22.824341161368697,-2.2142857142857153,0.0,True
PrgDist,2005.6499999999999,1945.682341045449,1336.7857142857142,1262.3362038271462,668.8642857142856,0.6407557371374601,False
PrgP,88.8,91.17845749469066,53.857142857142854,53.11070751503178,34.94285714285714,0.0,True
PrgR,65.7,61.45468068241651,50.07142857142857,54.72513736246498,15.628571428571433,0.0,True
Rec,522.2,443.9516490189745,373.1428571428572,321.3021240904812,149.05714285714282,,False
Save%,,,,,,,False
Save%.1,,,,,,,False
Saves,,,,,,,False
Sh,9.4,8.997409023095825,10.5,14.314761398206043,-1.0999999999999996,0.930574011511232,False
Sh/90,1.54,0.7874713398664811,1.3214285714285712,1.1485365748361105,0.21857142857142886,,False
SoT,6.0,7.007932013876213,7.642857142857143,9.747639894686484,-1.6428571428571432,,False
SoT%,27.139999999999997,15.904730253746663,48.50833333333333,26.655357924076093,-21.368333333333336,,False
SoT/90,0.4469999999999999,0.3499857139941572,0.5807142857142857,0.489056615972398,-0.13371428571428584,,False
SoTA,,,,,,,False
Starts,13.6,11.51038178727747,9.411764705882351,9.79195347932048,4.188235294117648,,False
Stp,,,,,,,False
Stp%,,,,,,,False
Succ,11.3,12.320263344948795,10.857142857142858,11.51492104156197,0.44285714285714306,,False
Succ%,50.925,5.643643706482036,41.93076923076923,20.979966023780268,8.994230769230768,,False
Thr,,,,,,,False
Tkl,31.9,24.27824815206677,17.642857142857142,16.42515492425305,14.257142857142856,,False
Tkl%,27.69,18.05395924567363,44.11428571428571,30.929643663366974,-16.424285714285705,,False
Tkl+Int,53.3,45.3334558821873,26.571428571428573,25.16320355572424,26.728571428571424,,False
Tkl.1,10.8,11.173381065928275,7.285714285714286,6.533094112387995,3.514285714285715,,False
TklW,22.0,17.537261917287875,11.285714285714286,10.469211794800772,10.714285714285714,,False
Tkld,10.1,8.812238963825003,10.642857142857142,11.744767364216306,-0.5428571428571427,,False
Tkld%,49.075,5.643643706482036,48.56923076923078,25.44973426892655,0.505769230769225,,False
TotDist,4669.2,4439.3361726072135,3831.9285714285716,3755.899056727626,837.2714285714283,0.8265208736177708,False
Touches,832.5,708.9101572915366,560.3571428571429,491.9228531046239,272.1428571428571,,False
W,,,,,,,False
np:G-xG,-0.35,0.4696334267868456,0.2928571428571428,0.698860925654449,-0.6428571428571428,,False
npxG,1.6500000000000004,1.5700318468107584,1.7785714285714285,2.7465162749111185,-0.12857142857142811,7.774292583892524e-16,True
npxG+xAG,4.4399999999999995,3.793034551795055,3.414285714285714,4.514056191132681,1.0257142857142854,,False
npxG+xAG.1,0.347,0.1854154494342067,0.2721428571428572,0.2976621360750259,0.07485714285714279,,False
npxG.1,0.1619999999999999,0.1632176461048253,0.1371428571428571,0.1486569914228762,0.0248571428571428,,False
npxG/Sh,0.098,0.0726941843921812,0.09,0.0522232967867093,0.008000000000000007,,False
xA,2.4200000000000004,2.3049704746241084,1.4285714285714286,1.524380616426312,0.9914285714285718,,False
xAG,2.78,2.457550722885604,1.6214285714285714,1.834363679832903,1.1585714285714284,0.0,True
xAG.1,0.186,0.1246506228535492,0.1364285714285714,0.1605570659565359,0.0495714285714286,,False
xG,1.89,2.1604783420961815,2.235714285714286,3.5367536489874967,-0.3457142857142863,0.0,True
xG+xAG,0.356,0.1924808792812649,0.2978571428571429,0.322875984085068,0.05814285714285711,,False
xG.1,0.1709999999999999,0.1661625709959977,0.1621428571428571,0.1786779901829662,0.008857142857142813,,False
