Mean,Std,Metric,Sheet,Year
54.333333333333336,10.897706180660222,Tkld%,possession_2018,2018
237.0,233.52337498988547,Carries,possession_2018,2018
1205.4615384615386,1177.4047459974993,TotDist,possession_2018,2018
533.4615384615385,527.5941646418225,PrgDist,possession_2018,2018
17.23076923076923,18.051564318888666,PrgC,possession_2018,2018
13.384615384615385,14.092187324533535,1/3,possession_2018,2018
7.0,9.327379053088816,CPA,possession_2018,2018
25.0,24.82270466058577,Mis,possession_2018,2018
17.923076923076923,19.905868223807516,Dis,possession_2018,2018
295.15384615384613,298.30181755895217,Rec,possession_2018,2018
72.84615384615384,80.61621647642835,PrgR,possession_2018,2018
21.4,5.358275012642698,Age,standard_stats_2024,2024
18.2,12.272824541327976,MP,standard_stats_2024,2024
9.8,11.252654007931739,Starts,standard_stats_2024,2024
1017.8888888888889,919.4319502340079,Min,standard_stats_2024,2024
11.311111111111112,10.207404719668517,90s,standard_stats_2024,2024
3.7777777777777777,4.176654695380556,Gls,standard_stats_2024,2024
2.3333333333333335,3.082207001484488,Ast,standard_stats_2024,2024
6.111111111111111,6.173419725817378,G+A,standard_stats_2024,2024
3.4444444444444446,3.5039660069381062,G-PK,standard_stats_2024,2024
0.3333333333333333,0.7071067811865476,PK,standard_stats_2024,2024
0.5555555555555556,1.1303883305208782,PKatt,standard_stats_2024,2024
1.0,1.0,CrdY,standard_stats_2024,2024
0.0,0.0,CrdR,standard_stats_2024,2024
4.300000000000001,4.8218253804964775,xG,standard_stats_2024,2024
3.855555555555556,4.07771722631398,npxG,standard_stats_2024,2024
2.1555555555555554,2.284792720965685,xAG,standard_stats_2024,2024
6.033333333333333,6.035519861619213,npxG+xAG,standard_stats_2024,2024
22.666666666666668,24.804233509624925,PrgC,standard_stats_2024,2024
28.77777777777778,31.685082364488885,PrgP,standard_stats_2024,2024
69.88888888888889,64.63830993390151,PrgR,standard_stats_2024,2024
0.40888888888888886,0.35360445572858823,Gls.1,standard_stats_2024,2024
0.19222222222222224,0.19866918342924864,Ast.1,standard_stats_2024,2024
0.6000000000000001,0.4740780526453423,G+A.1,standard_stats_2024,2024
0.39444444444444443,0.3517140568384746,G-PK.1,standard_stats_2024,2024
0.5866666666666667,0.47460509900337144,G+A-PK,standard_stats_2024,2024
0.31777777777777777,0.2286251177024179,xG.1,standard_stats_2024,2024
0.19444444444444445,0.1857492335859768,xAG.1,standard_stats_2024,2024
0.5111111111111111,0.3585193315723869,xG+xAG,standard_stats_2024,2024
0.2977777777777778,0.2088526859881013,npxG.1,standard_stats_2024,2024
0.4911111111111111,0.34872784676752033,npxG+xAG.1,standard_stats_2024,2024
22.11111111111111,5.158595846847387,Age,shooting_2024,2024
11.311111111111112,10.207404719668517,90s,shooting_2024,2024
3.7777777777777777,4.176654695380556,Gls,shooting_2024,2024
29.555555555555557,31.563868232169796,Sh,shooting_2024,2024
10.88888888888889,10.682280239308044,SoT,shooting_2024,2024
47.225,22.24491916306797,SoT%,shooting_2024,2024
2.102222222222222,1.1976516373488764,Sh/90,shooting_2024,2024
0.86,0.38111678000319005,SoT/90,shooting_2024,2024
0.25625,0.3182064693604722,G/Sh,shooting_2024,2024
0.4575,0.3392323266267108,G/SoT,shooting_2024,2024
15.799999999999999,3.204015337933682,Dist,shooting_2024,2024
0.1111111111111111,0.3333333333333333,FK,shooting_2024,2024
0.3333333333333333,0.7071067811865476,PK,shooting_2024,2024
0.5555555555555556,1.1303883305208782,PKatt,shooting_2024,2024
4.300000000000001,4.8218253804964775,xG,shooting_2024,2024
3.855555555555556,4.07771722631398,npxG,shooting_2024,2024
0.135,0.0552914356581818,npxG/Sh,shooting_2024,2024
-0.5222222222222221,1.849173989770688,G-xG,shooting_2024,2024
-0.4111111111111111,1.8058546760775382,np:G-xG,shooting_2024,2024
22.11111111111111,5.158595846847387,Age,passing_2024,2024
11.311111111111112,10.207404719668517,90s,passing_2024,2024
194.33333333333334,192.20757009025425,Cmp,passing_2024,2024
280.55555555555554,265.6454926735588,Att,passing_2024,2024
63.57777777777778,13.09320222269726,Cmp%,passing_2024,2024
3089.5555555555557,3145.6872107343693,TotDist,passing_2024,2024
825.3333333333334,882.183229267027,PrgDist,passing_2024,2024
103.55555555555556,97.60137180274556,Cmp.1,passing_2024,2024
133.77777777777777,120.11221605001069,Att.1,passing_2024,2024
77.11111111111111,11.411336955462806,Cmp%.1,passing_2024,2024
69.33333333333333,75.66538178057388,Cmp.2,passing_2024,2024
90.44444444444444,95.37178711640973,Att.2,passing_2024,2024
73.875,6.754839534945085,Cmp%.2,passing_2024,2024
14.777777777777779,15.097829130191016,Cmp.3,passing_2024,2024
29.0,31.54362059117501,Att.3,passing_2024,2024
56.644444444444446,30.470153885036055,Cmp%.3,passing_2024,2024
2.3333333333333335,3.082207001484488,Ast,passing_2024,2024
2.1555555555555554,2.284792720965685,xAG,passing_2024,2024
1.7111111111111112,1.8664434390334765,xA,passing_2024,2024
0.17777777777777773,1.5927788435449677,A-xAG,passing_2024,2024
15.222222222222221,16.543713139571917,KP,passing_2024,2024
20.22222222222222,23.047655942512776,1/3,passing_2024,2024
10.444444444444445,12.551007042376233,PPA,passing_2024,2024
3.5555555555555554,4.333333333333333,CrsPA,passing_2024,2024
